train_loss,epoch,step,valid_loss,valid_acc,train_acc
0.045008931308984756,5,1259,,,
0.04256346821784973,5,1269,,,
0.022508371621370316,5,1279,,,
,5,1283,0.1030983030796051,0.9756000638008118,
,5,1283,,,0.9858535528182983
0.01919250190258026,6,1289,,,
0.03607802465558052,6,1299,,,
0.05405599996447563,6,1309,,,
0.01917397230863571,6,1319,,,
0.02830241248011589,6,1329,,,
0.04717737063765526,6,1339,,,
0.01851915568113327,6,1349,,,
0.055286768823862076,6,1359,,,
0.05452992394566536,6,1369,,,
0.06990975886583328,6,1379,,,
0.05970024690032005,6,1389,,,
0.04842020571231842,6,1399,,,
0.039345234632492065,6,1409,,,
0.010970578528940678,6,1419,,,
0.09602885693311691,6,1429,,,
0.036970656365156174,6,1439,,,
0.00740274740383029,6,1449,,,
0.048059187829494476,6,1459,,,
0.017013678327202797,6,1469,,,
0.014862301759421825,6,1479,,,
0.05687324330210686,6,1489,,,
,6,1497,0.12827558815479279,0.9733999967575073,
,6,1497,,,0.9890296459197998
0.02289232239127159,7,1499,,,
0.08599164336919785,7,1509,,,
0.014656455256044865,7,1519,,,
0.008124538697302341,7,1529,,,
0.021194903180003166,7,1539,,,
0.009175053797662258,7,1549,,,
0.04620326682925224,7,1559,,,
0.03584715351462364,7,1569,,,
0.03119831718504429,7,1579,,,
0.014779346063733101,7,1589,,,
0.0266810841858387,7,1599,,,
0.05538136512041092,7,1609,,,
0.01717098243534565,7,1619,,,
0.04413590207695961,7,1629,,,
0.07375159859657288,7,1639,,,
0.03146365284919739,7,1649,,,
0.02615370601415634,7,1659,,,
0.05714615434408188,7,1669,,,
0.037114087492227554,7,1679,,,
0.059792108833789825,7,1689,,,
0.02188192680478096,7,1699,,,
0.04812144860625267,7,1709,,,
,7,1711,0.1167716309428215,0.9739999771118164,
,7,1711,,,0.9890844225883484
0.010013903491199017,8,1719,,,
0.01572028361260891,8,1729,,,
0.023124709725379944,8,1739,,,
0.06605502218008041,8,1749,,,
0.0031427633948624134,8,1759,,,
0.026126055046916008,8,1769,,,
0.01138237677514553,8,1779,,,
0.016975892707705498,8,1789,,,
0.032694898545742035,8,1799,,,
0.05194341763854027,8,1809,,,
0.02631869912147522,8,1819,,,
0.023546753451228142,8,1829,,,
0.042644474655389786,8,1839,,,
0.018425313755869865,8,1849,,,
0.014720544219017029,8,1859,,,
0.008135728538036346,8,1869,,,
0.02711535431444645,8,1879,,,
0.032618217170238495,8,1889,,,
0.03616301715373993,8,1899,,,
0.07011906057596207,8,1909,,,
0.01612791419029236,8,1919,,,
,8,1925,0.14715296030044556,0.971000075340271,
,8,1925,,,0.9902526140213013
0.03445445001125336,9,1929,,,
0.05363404005765915,9,1939,,,
0.00969785824418068,9,1949,,,
0.01753935217857361,9,1959,,,
0.017838861793279648,9,1969,,,
0.023963766172528267,9,1979,,,
0.027891142293810844,9,1989,,,
0.012723355554044247,9,1999,,,
0.020492257550358772,9,2009,,,
0.029618918895721436,9,2019,,,
0.054971180856227875,9,2029,,,
0.006285523064434528,9,2039,,,
0.017836913466453552,9,2049,,,
0.019689423963427544,9,2059,,,
0.03144460916519165,9,2069,,,
0.018469948321580887,9,2079,,,
0.02938830293715,9,2089,,,
0.05897087603807449,9,2099,,,
0.0271061509847641,9,2109,,,
0.020962374284863472,9,2119,,,
0.058994174003601074,9,2129,,,
0.043735720217227936,9,2139,,,
,9,2139,0.11634499579668045,0.9747999906539917,
,9,2139,,,0.9888470768928528
